name,handedness,height,weight,avg,HR
Michael Driscoll,R,71,160,0,0
Kolten Wong,L,69,185,0.153,0
Bob Dresser,L, , ,0.25,0
Amado Samuel,R,73,170,0.215,3
Charlie See,L,70,175,0.272,1
Ad Yale,, , ,0.077,0
Darwin Cubillan,R,74,165,0,0
Manny Sarmiento,R,72,170,0.103,0
Dick Starr,R,75,190,0.155,0
Stan Bahnsen,R,74,185,0.117,1
Bill Webb,R,74,180,0,0
Chuck Rowland,R,73,185,0,0
Rich Hunter,R,73,185,0.167,0
Ed Harting,,69,213,0.333,0
Bill Webb,R,70,161,0.2,0
Lou Hardie,,71,180,0.223,3
Mike Kelly,R,76,195,0.241,22
Mike Kelly,R,73,178,0,0
Patrick Scanlan,L,72,180,0.292,0
Luke Nelson,R,72,180,0.143,0
Bert Cueto,R,76,170,0,0
Mike Marshall,R,70,180,0.196,1
Brandon Puffer,R,75,190,0,0
Vance Lovelace,L,77,205,0,0
Kevin Jordan,R,73,185,0.258,23
Sam Lowry,R,71,170,0.143,0
Buddy Peterson,R,69,170,0.237,0
Charlie Metro,R,71,178,0.193,3
Nap Reyes,R,72,195,0.284,13
Ralph Winegarner,R,72,182,0.276,5
Jim Hackett,R,74,185,0.231,0
Justin Kaye,R,76,195,0,0
Tom Catterson,L,70,170,0.198,1
Ray Coleman,L,71,170,0.258,20
Lou Fiene,R,72,175,0.113,0
Carl Lind,R,72,160,0.272,1
Jim Tennant,R,73,190,0,0
Tommy Neill,L,74,200,0.255,0
Clem Llewellyn,L,75,195,0,0
Thomas Howard,B,74,200,0.264,44
Greg Thayer,R,71,182,0,0
Angel Guzman,R,75,195,0.091,0
Ryan Bradley,R,76,220,0,0
Vern Fuller,R,73,170,0.232,14
Mike Moynahan,L,69,165,0.294,1
Ted Kleinhans,R,72,170,0.158,0
Zach Phillips,L,73,200,0,0
Earl Henry,L,71,172,0.222,0
Jim Clark,R,71,175,0.158,0
Shorty Wetzel,, , ,0,0
Ed Rakow,B,71,178,0.084,0
Brian Matusz,L,76,190,0.125,0
Jorge DePaula,R,73,160,0,0
Mark Stewart,L,73,180,0,0
Mike Dyer,R,75,195,0.267,0
Troy Glaus,R,77,240,0.254,320
Jim Clark,R,73,190,0.167,0
Jim Gantner,L,72,180,0.274,47
John Edelman,R,75,185,0,0
Roberto Petagine,L,73,172,0.227,12
Tuffy Stewart,L,70,167,0.111,0
Paul Hartzell,R,77,200,0,0
Juan Melo,B,75,206,0.077,0
Carl Linhart,L,71,184,0,0
Cesar Crespo,B,71,170,0.192,4
Babe Pinelli,R,69,165,0.276,5
Don Grate,R,74,180,0,0
Jhonatan Solano,R,69,205,0.217,2
Cecil Fielder,R,75,230,0.255,319
George Cunningham,R,71,185,0.224,1
David Robertson,R,71,190,0,0
Soup Campbell,L,73,188,0.246,3
Joe Peitz,, , ,0.423,0
Wayne Gross,L,74,210,0.233,121
Rich Durning,L,74,178,0,0
Kevin Collins,L,73,180,0.209,6
Pat Duff,,70, ,0,0
Dewey Williams,R,72,160,0.233,3
Kip Selbach,R,67,190,0.293,44
Larry McWilliams,L,77,180,0.135,0
Slicker Parks,R,70,158,0.111,0
Red Adams,R,72,185,0,0
Joe Sargent,R,70,165,0.253,2
Buzz Arlett,B,75,225,0.313,18
Billy O'Brien,R,72,185,0.256,32
Hank Camelli,R,71,190,0.229,2
Johnny Bucha,R,71,190,0.205,1
Bill Caudill,R,73,190,0.122,0
Fernando Tatis,R,71,185,0.265,113
Hunter Jones,L,76,250,0,0
Drew Henson,R,77,222,0.111,0
Brad Kocher,R,71,188,0.18,0
Mel Rojas,R,71,175,0.119,0
Pablo Ozuna,R,71,200,0.282,3
Benny Agbayani,R,72,225,0.274,39
Dennis Casey,L,69,164,0.273,6
Chief Yellow Horse,R,70,180,0.167,0
Bill Nicholson,L,72,205,0.268,235
Calvin Schiraldi,R,77,215,0.111,2
Tony Hellman,,69,175,0,0
Lon Warneke,R,74,185,0.223,4
Mike Champion,R,72,185,0.229,2
Sammy Strang,B,68,160,0.269,16
Bill Wynne,R,71,161,0,0
Kevin Pasley,R,72,185,0.254,1
Marwin Gonzalez,B,73,195,0.227,6
Erik Bennett,R,74,205,0,0
Cole Garner,R,74,210,0.222,0
Trevor Bell,L,74,185,0,0
Rob Scahill,L,74,220,0,0
Willard Brown,R,74,190,0.261,6
Allen Conkwright,R,70,170,0.2,0
Willard Brown,R,71,200,0.179,1
Dann Howitt,L,77,205,0.194,5
Bob Friend,R,72,190,0.121,2
Chipper Jones,B,76,210,0.303,468
Eddie Wilson,L,71,165,0.317,4
Matt Walbeck,B,71,195,0.233,28
Dave Parker,L,77,230,0.29,339
Efrain Valdez,L,71,180,0,0
Bob Wood,R,68,153,0.281,2
Josh Lueke,R,77,235,0,0
Samuel Deduno,R,75,190,0,0
Carlos Casimiro,R,71,179,0.125,0
Ralph Botting,L,72,195,0,0
Barney Wolfe,R,73, ,0.109,1
Johnny Moore,L,70,175,0.307,73
Jo-Jo Moore,L,71,155,0.298,79
Eddie Rommel,R,74,197,0.199,1
Al Smith,R,72,189,0.272,164
Joe Klinger,R,72,190,0.385,0
Johnny Kling,R,69,160,0.271,20
Ralph Shinners,R,72,180,0.276,7
Elmer Yoter,R,67,155,0.25,0
Herman Starrette,R,72,175,0,0
Kent Bottenfield,R,75,225,0.162,0
Joe Crede,R,75,195,0.254,140
Tim Tolman,R,72,190,0.168,5
Eric Moody,R,78,185,0,0
Matt Young,L,68,175,0.19,0
Matt Young,L,75,205,0,0
Paul Casanova,R,76,180,0.225,50
Stan Javier,B,72,185,0.269,57
Mark Schaeffer,L,77,215,0,0
Russ Adams,L,72,200,0.247,17
Jeff Doyle,B,69,160,0.297,0
Jess Doyle,R,71,175,0.27,2
Curtis Wilkerson,B,69,158,0.245,8
Joe Cobb,R,69,170,0,0
Stan Williams,R,77,230,0.118,5
Mike Kickham,L,76,220,0.167,0
Josh Clarke,L,70,180,0.239,5
John Clarkson,R,70,155,0.219,24
Eddie Bockman,R,69,175,0.23,11
Preston Claiborne,R,74,225,0,0
Jim Proctor,R,72,165,0,0
Frank LaPorte,R,68,175,0.281,15
Dick Adams,R,72,185,0.202,2
Mike Walker,R,75,205,0,0
Steve Rogers,R,74,175,0.138,0
Mike Walker,R,74,195,0,0
Ralph Judd,L,70,170,0,0
Arnie Moser,R,71,165,0,0
Ken Brett,L,72,190,0.262,10
Jake Kafora,R,72,180,0.125,0
Bob Miller,R,75,190,0.184,2
Junior Ortiz,R,71,174,0.256,5
Norm Brown,B,75,180,0,0
Dave Telgheder,R,75,212,0.13,0
John Gilroy,, , ,0.233,0
Bob Miller,, , ,0.138,0
Billy Reed,L,70,175,0.25,0
Keith Creel,R,74,180,0,0
Al Clancy,R,70,175,0,0
Ken Mackenzie,R,72,185,0.111,0
Terry Crowley,L,72,180,0.25,42
Ron Locke,R,71,168,0,0
Horace Clarke,B,69,170,0.256,27
Bill Higgins,,69,155,0.241,0
Derrell Griffith,L,72,168,0.26,5
Frank Campos,L,71,180,0.279,0
Lou Clinton,R,73,185,0.247,65
Henry Reville,, , ,0,0
Rusty Meacham,R,75,155,0,0
Leon Cadore,R,73,190,0.208,5
Brooks Conrad,B,71,190,0.207,18
Tyler Thornburg,R,72,190,0.048,0
Tom Connelly,L,71,165,0.167,0
Lynn King,L,69,165,0.208,0
Sumpter Clarke,R,71,170,0.227,0
Bill Morrisette,R,72,176,0.125,0
Floyd Chiffer,R,74,185,0,0
Lew Brockett,R,70,168,0.273,0
Royce Ring,L,72,220,0,0
Jim Eppard,L,74,180,0.281,0
Bob Miller,R,73,185,0.146,0
Wayne Twitchell,R,78,215,0.127,0
Aubrey Gatewood,R,73,170,0.119,0
Enrique Wilson,B,71,160,0.244,22
Dennis Moeller,R,74,195,0,0
Larry Cox,R,70,178,0.221,12
Mike Remlinger,L,72,195,0.073,0
J.T. Bruett,L,71,175,0.25,0
Ben Shelton,R,75,215,0.25,2
Dillon Gee,R,73,200,0.131,0
Count Gedney,,69,140,0.252,5
Nate Colbert,R,74,190,0.243,173
Red Worthington,R,71,170,0.287,12
Lefty Sloat,R,72,168,0,0
Kelly Downs,R,76,195,0.123,0
Phil Roof,R,74,190,0.215,43
Ed Burns,R,66,165,0.23,0
Asdrubal Cabrera,B,72,180,0.273,73
Marty Griffin,R,74,200,0.308,0
Ron Henry,R,73,180,0.13,2
Alex Pacheco,R,75,200,0,0
Curt Schilling,R,77,205,0.151,0
Roy Grover,R,68,150,0.226,0
Alonzo Breitenstein,, , ,0,0
Joe Ward,, , ,0.237,0
Buck Gladman,, , ,0.147,2
Bo Belinsky,L,74,191,0.131,0
John Ward,L,69,165,0.275,26
Dylan Axelrod,R,72,195,0.5,0
Johnny Hairston,R,74,200,0.25,0
Mike Potts,L,69,170,0,0
Pat Zachry,R,77,180,0.113,0
Paul Chervinko,R,68,185,0.147,0
Jacoby Ellsbury,L,73,185,0.297,65
John Montefusco,R,73,180,0.097,4
Tommy Everidge,R,72,275,0.224,2
Hank Ritter,R,72,180,0.1,0
Bob Harrison,L,71,178,0,0
Giovanni Carrara,R,74,225,0.097,0
Cristian Guzman,B,72,210,0.271,62
Lynn Brenton,R,70,165,0.15,0
Huck Betts,R,71,170,0.197,0
George McAvoy,L, , ,0,0
Joe Green,R,74,170,0,0
Chuck Hinton,R,73,180,0.264,113
Doc Powers,R, , ,0.216,4
Jim Nelson,R,72,180,0.269,0
 McRemer,, , ,0,0
Jimmy Nelson,R,77,245,0,0
Pat McManus,, , ,0.125,0
Roger Mason,R,78,215,0.071,0
Tim Cullen,R,73,185,0.22,9
Bill Ortega,R,76,205,0.2,0
Steve Christmas,L,72,190,0.162,1
Paul Speraw,R,68,145,0,0
Gordie Mueller,R,76,200,0,0
Frank Norton,, , ,0,0
Harry Fuller,,68,160,0,0
George Blaeholder,R,71,175,0.142,3
Orlando Alvarez,R,72,165,0.157,2
Sam Gentile,L,71,180,0.25,0
Gordie Hinkle,R,72,185,0.173,0
Tom Tischinski,R,70,190,0.181,1
Ray Durham,B,68,170,0.277,192
Tim Harkness,L,74,182,0.235,14
Jair Jurrjens,R,73,200,0.113,0
Bud Sharpe,L,73,170,0.222,0
Ben Steiner,L,71,165,0.256,3
Bill Graham,R,75,217,0.125,0
Bill Grahame,,72, ,0.144,0
Rick Bosetti,R,71,185,0.25,17
Scott Medvin,R,73,195,0,0
Moxie Divis,,66, ,0.167,0
Moe Berg,R,73,185,0.243,6
Willie McGee,B,73,175,0.295,79
Ron Pruitt,R,72,185,0.269,12
Brett Hinchliffe,R,77,190,0,0
George Foster,R,73,180,0.274,348
Bruce Dal Canton,R,74,205,0.113,0
Jerry White,B,70,164,0.253,21
Lefty Marr,L,69,180,0.289,2
Santo Alcala,R,77,195,0.113,1
Chris Pittaro,B,71,170,0.221,0
Juan Miranda,L,72,220,0.226,11
Whitey Kurowski,R,71,193,0.286,106
Alex Colome,R,74,185,0,0
Augie Swentor,R,72,185,0,0
Patsy Tebeau,R,68,163,0.279,27
Nick Stavinoha,R,74,240,0.234,4
Frank Bahret,,73,184,0,0
Bob Wicker,R,74,180,0.205,0
Bob Johnson,R,72,180,0.296,288
Rob Murphy,L,74,200,0.25,0
Mike Kilroy,R,71,180,0.222,0
Charlie Blackburn,R,73,165,0,0
Hal Jeffcoat,R,70,185,0.248,26
Pete McClanahan,R,69,170,0.5,0
George Moore,B,76,200,0,0
Arthur Irwin,L,68,158,0.241,5
Hank Grampp,R,73,185,0,0
Jim Fairbank,R,70,185,0.062,0
Paul Zuvella,R,72,173,0.222,2
Joe Kutina,R,74,205,0.222,4
Fritzie Connally,R,75,210,0.221,3
Harvey Gentry,L,72,170,0.25,0
Jason Johnson,R,78,220,0.094,1
Frank Connaughton,R,69,165,0.283,4
Angel Mangual,R,70,178,0.245,22
Jack Savage,R,75,190,0,0
Denver Grigsby,L,69,155,0.289,3
Thornton Lee,L,75,205,0.2,4
Derrick Robinson,B,71,190,0.255,0
Garland Shifflett,R,70,165,0,0
Ryan Jackson,L,74,195,0.239,7
Vladimir Nunez,R,76,240,0.133,1
Bill Sweeney,,71,160,0.221,0
Del Young,B,71,168,0.224,3
Delmon Young,R,75,200,0.282,100
Heinie Smith,R,69,160,0.238,3
Lindsay Brown,R,70,160,0.27,0
Jamie Allen,R,72,205,0.223,4
Ken Gerhart,R,72,190,0.221,24
Al Lary,R,75,185,0.25,0
Rex Johnston,B,73,202,0,0
Reed Johnson,R,70,180,0.282,63
Pat Rice,R,74,200,0,0
Jerry Conway,L,74,190,0,0
Bob Lemon,L,72,180,0.232,37
Jeremy Fikac,R,74,185,0,0
Bob Apodaca,R,71,170,0.172,0
Mike Smith,L,71,170,0.143,0
Bill Collins,R, ,150,0.167,0
Ed Taylor,R,66,160,0.268,0
Ed Taylor,, , ,0,0
Bill Collins,B,72,170,0.224,3
Luke Glavenich,R,69,189,0,0
Alan Koch,R,76,195,0.286,0
Frank Mata,R,73,235,0,0
A.J. Pollock,R,73,195,0.265,10
Charlie Levis,R,71,180,0.226,6
Bob McNamara,R,70,170,0.222,0
Tracy Jones,R,75,180,0.273,27
Mike Vento,R,72,195,0.25,0
Dutch Fehring,B,72,195,0,0
Mike Hershberger,R,70,175,0.252,26
Jim Devlin,,67,135,0.257,0
Jim Devlin,L,71,165,0,0
Jim Devlin,R,71,175,0.287,1
Harry Walker,L,74,175,0.296,10
Johnny Welch,L,75,184,0.219,1
Jim French,L,68,180,0.196,5
Reddy Mack,,68,182,0.254,6
C.C. Sabathia,L,79,290,0.229,3
Alex Gordon,L,74,220,0.269,102
Arquimedes Caminero,R,76,255,0,0
Don Dennis,R,74,190,0.176,0
Fred Crane,,69,135,0.212,0
George Keefe,L,69,168,0.172,0
Doc Reisling,R,70,180,0.184,0
Lou Bierbauer,L,68,140,0.267,33
Jackie Warner,R,72,180,0.211,7
Jack Warner,R,71,190,0.2,0
Jack Warner,R,69,165,0.25,1
Patrick McKenna,, , ,0.2,0
Jack Bruner,L,73,185,0,0
Antonio Bastardo,R,71,195,0,0
Steve Stanicek,R,72,190,0.188,0
Dick Schofield,B,69,163,0.227,21
Travis Lee,L,75,205,0.256,115
Calvin Murray,R,71,190,0.231,8
Babe Doty,L,72,160,0,0
Ted Bowsfield,R,73,190,0.127,0
Ike Caveney,R,69,168,0.26,13
Steve Schmoll,R,74,200,0,0
Suter Sullivan,,72,170,0.24,0
Toby Lyons,, , ,0.333,0
Tom Sullivan,R,72,190,0,0
Tom Sullivan,L,71,178,0.25,1
Bud Bloomfield,R,71,175,0.143,0
Pep Harris,R,74,185,0,0
Les Fleming,L,70,185,0.277,29
Dave Winfield,R,78,220,0.283,465
Rolla Daringer,L,70,155,0.148,0
Luis Castillo,B,71,195,0.29,28
George O'Brien,R,72,185,0.222,0
Ryan Goins,L,70,170,0.252,2
Chi-Chi Olivo,R,74,215,0.154,0
Chad Billingsley,R,73,245,0.14,2
Brian Moehler,R,75,220,0.045,0
Pedro Feliz,R,73,210,0.25,140
Tim Wakefield,R,74,210,0.117,1
Mike Trost,,72,180,0.222,1
Dan Brouthers,L,74,207,0.342,106
Art Sunday,L,69,193,0.265,0
Al Lawson,R,71,161,0,0
Dale Roberts,R,76,180,0,0
Dave Roberts,L,75,195,0.194,7
Jack Fox,R,70,185,0.2,0
Donnie Moore,L,72,185,0.281,0
Harry Morelock,, , ,0.059,0
Jim Mason,L,74,185,0.203,12
Daryl Robertson,R,72,184,0.105,0
Bobby Moore,R,76,200,0,0
Don Florence,R,72,195,0,0
Claude Jonnard,R,73,165,0.056,0
Paul Powell,R,71,185,0.167,1
Mike Smith,R,75,180,0,0
Ed O'Neil,,71,180,0.125,0
Willie Smith,L,72,182,0.248,46
T.R. Bryden,R,76,190,0,0
Jose Arcia,R,75,170,0.215,1
Joe O'Rourke,L,67,145,0,0
John O'Rourke,L,72,190,0.295,11
David Cone,L,73,180,0.155,0
Bobby Shantz,R,66,139,0.195,1
Abraham Nunez,B,75,210,0.209,6
Charlie Kavanagh,R,69,165,0.2,0
Abraham Nunez,B,71,160,0.242,18
Randy Ruiz,R,75,250,0.272,12
Tom Farley,, , ,0.212,0
Devon White,B,73,170,0.263,208
Bernie Williams,R,73,175,0.192,4
Larry Sherry,R,74,180,0.169,3
Craig Gerber,L,72,175,0.264,0
George Cappuzzello,R,72,175,0,0
Otto Krueger,R,67,165,0.251,5
Charlie Dexter,R,67,155,0.261,16
Jim Stephens,R,66,157,0.22,3
Leon Durham,L,73,185,0.277,147
Al Struve,, , ,0.286,0
Harlond Clift,R,71,180,0.272,178
Alex Herrera,L,71,190,0,0
Pat Duncan,R,69,170,0.307,23
Jimmy Mace,,71,185,0,0
Grover Hartley,R,71,175,0.268,3
Tom Seats,R,71,190,0.182,0
Whammy Douglas,R,74,185,0.062,0
Mac MacArthur,,69,164,0.095,0
Gregg Jefferies,B,71,175,0.289,126
Brian Daubach,L,73,201,0.259,93
Carl Schutz,L,71,208,0,0
Phil Weintraub,L,73,195,0.295,32
Homer Summa,L,70,170,0.302,18
Tom Makowski,R,71,185,0,0
Fay Thomas,R,74,195,0.107,0
Dennis Eckersley,R,74,190,0.133,3
Dick Conway,L,67,140,0.23,0
Billy Serad,R,67,156,0.166,0
George Murray,R,74,200,0.175,1
Josh Roenicke,R,75,195,0.077,0
Bud Weiser,R,71,165,0.162,0
Hooks Warner,L,70,170,0.228,2
Fred Stem,L,74,160,0.224,0
Bill Tobin,L, , ,0.158,0
Bill McCahan,R,71,200,0.208,0
Jeanmar Gomez,R,75,170,0.118,0
Jeff Locke,L,73,215,0.095,0
Omir Santos,R,72,215,0.248,7
Michael Barrett,R,72,225,0.263,98
Bill Werle,L,74,182,0.176,0
Medric Boucher,R,70,165,0.294,0
Jake Fox,R,72,220,0.237,20
Ernie Broglio,R,74,200,0.158,0
Charlie Fuchs,B,68,168,0.07,0
J.P. Howell,L,72,175,0.182,0
Bobo Newsom,R,75,200,0.189,1
Mickey Scott,L,73,155,0,0
Al Klawitter,R,71,187,0.15,0
Henry Youngman,,69,175,0.128,0
Roy Easterwood,R,72,196,0.212,1
Bob Trice,R,75,190,0.288,1
Harl Maggert,L,68,155,0.25,1
Eddie Dyer,L,71,168,0.223,2
Warren Huston,R,72,170,0.165,0
Chase d'Arnaud,R,73,200,0.208,0
Harry Heitmann,R,72,175,0,0
Sean Spencer,L,71,185,0,0
Dante Powell,R,74,185,0.27,2
Jim Ward,, , ,0.5,0
Jeff Duncan,L,74,180,0.182,1
Joe Lafata,L,72,163,0.229,5
Elmer Valo,L,71,190,0.282,58
Eric Fryer,R,74,215,0.302,1
Mert Hackett,R,70,175,0.216,8
Damian Jackson,R,70,160,0.243,32
Ed Acosta,B,77,215,0.034,0
Bobby Moore,R,71,165,0.357,0
Darrell Jackson,B,70,150,0,0
Danny Jackson,R,72,205,0.126,0
Darrin Jackson,R,72,185,0.257,80
Frank Seminara,R,74,205,0.128,0
Scott Barnes,L,76,200,0,0
Bill Kirk,L,72,165,0,0
Lee Tunnell,R,73,180,0.116,0
Cliff Daringer,L,67,155,0.263,0
Jim Sullivan,R,71,165,0.056,0
Melvin Dorta,R,71,160,0.211,0
Pat House,L,75,185,0,0
Paul Householder,B,72,180,0.236,29
Bud Clancy,L,72,170,0.281,12
Jim Hickman,R,67,170,0.217,8
Tony Giarratano,B,72,180,0.143,1
Steven Lerud,L,73,215,0.133,0
Franklyn Gracesqui,B,77,210,0,0
Aurelio Rodriguez,R,70,180,0.237,124
Eric Knott,L,72,188,0,0
Chili Davis,B,75,195,0.274,350
Jim Crowell,R,76,220,0,0
Hank Wyse,R,71,185,0.163,0
Chris Davis,L,75,230,0.266,130
Ira Davis,, ,162,0.235,0
Whitey Gibson,,69,178,0,0
Victor Marte,R,74,255,0,0
Greg Maddux,R,72,170,0.171,5
Jimmy Stewart,B,72,165,0.237,8
Hector Maestri,R,70,170,0,0
Johnny Giavotella,R,68,185,0.24,3
Dick Phillips,L,72,180,0.229,12
Brian Burres,L,74,190,0.133,0
Van Fletcher,R,74,185,0,0
Mark Dewey,R,72,185,0.091,0
Mike Scott,R,74,210,0.124,2
Roy Halladay,R,78,230,0.124,0
Chet Chadbourne,L,69,170,0.255,2
Sean Depaula,R,76,215,0,0
Lip Pike,L,68,158,0.321,20
Luke Allen,L,74,208,0.111,0
Stan Coveleski,R,71,166,0.159,1
Robinson Cancel,R,72,240,0.2,1
Walt Walker,,70,162,0.25,0
Sparky Lyle,L,73,182,0.192,0
Vince Castino,R,69,175,0.228,2
Vinny Castilla,R,73,175,0.276,320
Aaron Ward,R,70,160,0.268,50
Pete Kilduff,R,67,155,0.27,4
Andres Thomas,R,73,170,0.234,42
Louis Drucke,R,73,188,0.178,1
Phonney Martin,,67,148,0.236,0
Carney Lansford,R,74,195,0.29,151
Eddie Malone,R,70,175,0.257,1
Harry Danning,R,73,190,0.285,57
Rollie Naylor,R,73,180,0.177,1
Davey Claire,R,68,164,0.143,0
Jose Constanza,L,69,150,0.278,2
Steve Melter,R,74,180,0.133,0
Dutch Stryker,R,71,180,0.217,0
Hal Wagner,L,72,165,0.248,15
Mandy Brooks,R,69,165,0.27,15
John Crowley,,70,164,0.244,0
John Easton,R,74,185,0,0
Henry Fox,, , ,0,0
Harry Gardner,R,74,180,0.214,0
Henry Easterday,R,66,145,0.18,9
Ernie Rudolph,L,68,165,0,0
Johnny Gill,L,74,190,0.245,10
Tommy Murphy,B,72,185,0.213,1
Tony Murphy,,66,145,0.333,0
Eddie Hogan,R,67,153,0.333,0
Ed Hogan,, , ,0.207,0
Eric Karros,R,76,205,0.268,284
Joe Connell,L,68,165,0,0
Russ Meers,L,70,170,0.176,0
Goose Goslin,L,71,185,0.316,248
Harry Huston,R,69,168,0,0
Michael Restovich,R,78,240,0.239,6
Carl Dale,R,74,215,0,0
George Winkelman,L,69,140,0.2,0
Joey Devine,R,71,195,0,0
Von Hayes,L,77,185,0.267,143
Keith Luuloa,R,72,185,0.333,0
Bryan Eversgerd,R,73,190,0,0
Victor Garate,L,74,210,0,0
Nestor Chavez,R,72,170,0,0
Bert Sincock,L,70,165,0,0
Kerry Lacy,R,74,195,0,0
Matt McBride,R,74,215,0.205,2
Adam Butler,L,74,225,0,0
Ed Crosby,L,74,175,0.22,0
Robert Andino,R,72,195,0.232,18
Brian Stokes,R,73,210,0.667,0
Pete Rambo,R,69,150,1,0
Leo Hernandez,R,71,170,0.226,7
Peter Morris,, , ,0,0
Wally Kimmick,R,71,174,0.261,1
Chase Wright,L,74,205,0,0
Andy Sheets,R,74,180,0.216,19
Macay McBride,L,71,210,0,0
John Anderson,R,73,190,0,0
Josh Anderson,L,74,195,0.272,4
John Anderson,B,74,180,0.29,49
Clay Kirby,R,75,175,0.098,0
Roberto Alomar,B,72,184,0.3,210
Tony Curry,L,71,185,0.246,6
Joe Gates,L,67,175,0.175,0
Mike Mendoza,R,77,215,0,0
Mike Hines,R,70,176,0.202,0
Mike de la Hoz,R,71,175,0.251,25
Marty Kavanagh,R,72,187,0.249,10
Mitch Maier,L,74,215,0.248,10
Vinnie Chulk,R,74,200,0.25,0
Al Bauer,,69,190,0.217,0
Rudy Seanez,R,70,185,0,0
Jim Walewander,B,70,160,0.215,1
Sam Leslie,L,72,192,0.304,36
Harry Wood,L,70,155,0,0
Mel Held,R,73,178,0,0
Bill Kalfass,R,75,190,0,0
Jack Coveney,R,69,175,0.143,0
Ray French,R,69,158,0.193,0
Frank Taveras,R,72,155,0.255,2
Juan Agosto,L,74,190,0.1,0
Jim Andrews,, , ,0.188,3
Harry Hinchman,B,71,165,0.216,0
Walter Wilson,L,76,190,0.053,0
Ferris Fain,L,71,180,0.29,48
Burley Byers,, ,175,0,0
Russ McKelvy,R, , ,0.222,2
Ben Sheets,R,73,220,0.076,0
Claude Elliott,R,72,190,0.2,1
Lee McElwee,R,70,160,0.265,0
Bill Southworth,R,74,205,0.286,1
Roy Staiger,R,72,195,0.228,4
Joe Nossek,R,72,178,0.228,3
Harry Camnitz,R,73,168,0,0
Willard Marshall,L,73,205,0.274,130
Thomas Loughran,, , ,0.4,0
Art Fromme,R,72,178,0.162,0
Charlie Shields,L,68, ,0.222,0
Clarence Cross,,67,178,0.226,0
Mike Corkins,R,73,190,0.202,5
Paul Thormodsgard,R,74,190,0,0
Martin Maldonado,R,73,225,0.223,12
Milt Scott,R,69,160,0.228,5
Larry Stahl,L,72,175,0.232,36
Alfredo Simon,R,76,230,0.091,0
Jack Kralick,L,74,180,0.162,4
Carr Smith,R,73,175,0.158,0
Tom McNamara,R,74,200,0,0
Ray Pepper,R,74,195,0.281,14
Strick Shofner,L,70,187,0.154,0
Walt Meinert,L,67,150,0.375,0
Whitey Lockman,L,73,175,0.279,114
Jose Cruz,B,72,190,0.247,204
Jose Cruz,L,72,170,0.284,165
Bill Howerton,L,71,185,0.274,22
Buzz Murphy,L,68,155,0.275,1
Danny Boone,L,68,150,0.3,0
Dan Boone,R,74,190,0.18,0
Jay Van Noy,L,73,200,0,0
Gordy Coleman,L,75,208,0.273,98
Bill Bathe,R,74,200,0.213,8
Danny Shay,R,70, ,0.24,2
Gary Johnson,L,75,210,0.375,0
John Dyler,, , ,0,0
Bull Wagner,R,72,225,0.222,0
Wilson Heredia,R,72,175,0,0
Ike Boone,L,72,195,0.321,26
Marino Salas,R,72,195,0,0
Norm Branch,R,75,200,0.077,0
Harry McIntire,R,71,180,0.218,2
Harry Shuman,R,74,195,0,0
Art Schallock,L,69,160,0.2,0
Don Mason,L,71,160,0.205,3
Charlie Haeger,R,73,210,0.091,0
Mike Grady,R,71,190,0.294,34
Bill Robinson,R,74,189,0.258,166
Zach Stewart,R,74,205,0,0
Omar Olivares,R,73,185,0.24,5
Al Rosen,R,70,180,0.285,192
Frank Williams,R,73,180,0.172,0
John Webb,R,75,220,0,0
Dick Egan,L,76,193,0,0
Allie Moulton,R,66,155,0.067,0
Eric Surkamp,L,76,190,0.111,0
Charlton Jimerson,R,75,215,0.444,2
Todd Benzinger,B,73,185,0.257,66
Cecil Travis,L,73,185,0.314,27
Pat Borders,R,74,190,0.253,69
Tim McCabe,R,72,190,0.053,0
Josh Hancock,R,75,217,0.083,0
Frederick Fass,, , ,0.182,0
Jim Umbarger,L,78,200,0,0
Kory DeHaan,L,74,187,0.193,2
Sal Bando,R,72,195,0.254,242
Wilson Valdez,R,71,170,0.236,6
Al Reyes,R,73,230,0.25,0
Earl Clark,R,70,160,0.291,4
Alex Malloy,R,74,180,0.062,0
Charlie Berry,R,71,175,0.224,1
Milt Smith,R,70,165,0.196,3
Rip Ragan,R,71,170,0.25,0
Irv Stein,R,74,170,0,0
Ed Holly,R,70,165,0.231,1
Mike Smith,R,71,195,0,0
Jim Brillheart,R,71,170,0.07,1
Ken Forsch,R,76,195,0.136,0
Ernie Camacho,R,73,180,0,0
Bill Steinecke,R,68,175,0,0
Tinsley Ginn,L,69,180,0,0
Mark J. Johnson,R,75,226,0,0
Stan Perzanowski,B,74,170,0,0
J.D. Martinez,R,75,200,0.251,24
Jim Scott,R,69,165,0.25,0
Jim Scott,R,73,235,0.129,1
George Mitterwald,R,74,195,0.236,76
Bob Garbark,R,71,178,0.248,0
Jim Coates,R,76,192,0.131,0
Terrell Lowery,R,75,180,0.282,3
Bill Herring,R,75,185,0,0
Pete Redfern,R,74,195,0,0
Mike Darr,L,75,205,0.273,5
Mike Darr,R,76,190,0,0
Bob Priddy,R,73,200,0.137,1
Chet Nourse,R,75,185,0,0
Ed Connolly,L,73,190,0.172,0
Ed Connolly,R,68,180,0.178,0
Bill French,, , ,0.222,0
Frank Nicholson,R,74,175,0,0
Fred Nicholson,R,70,173,0.311,12
Paul Russell,, , ,0.1,0
Barney Slaughter,R,71,165,0.2,0
